expert_id,signup_date,signup_source,utm_campaign,utm_medium,utm_source,country,industry
exp_d6f31s7wh,2024-11-04 16:54:32,paid_search,competitor_conquest,cpc,google,Netherlands,Retail
exp_vdcc44bn0,2024-04-21 12:01:07,unknown,,,,Australia,Media
exp_4plnall8a,2024-11-12 17:17:04,linkedin_outreach,outreach_tech,outreach,linkedin,Canada,Healthcare
exp_9mlcs9h7o,2024-11-10 10:47:53,linkedin_outreach,outreach_finance,outreach,linkedin,United Kingdom,Consulting
exp_kh5gzzdbw,2024-07-29 17:00:06,paid_social,linkedin_experts_v1,social,linkedin,Germany,Finance
exp_spdxyszjz,2024-10-07 15:52:05,referral,referral_program,referral,expert_referral,India,Media
exp_8b7p9q6p3,2024-04-21 22:11:20,linkedin_outreach,outreach_healthcare,outreach,linkedin,India,Finance
exp_9g3qy0r5a,2024-12-06 14:52:30,referral,referral_program,referral,expert_referral,Germany,Energy
exp_tenmtszji,2024-10-17 12:59:52,referral,referral_program,referral,expert_referral,France,Retail
exp_wj39m8r4p,2024-07-20 20:32:38,paid_search,competitor_conquest,cpc,google,United Kingdom,Retail
exp_uneuvcjm4,2024-10-05 04:04:40,paid_search,retargeting_search,cpc,google,Australia,Technology
exp_pse9borkb,2024-06-19 13:31:14,paid_search,expert_generic,cpc,google,Canada,Finance
exp_8aivafga3,2024-10-11 09:56:37,paid_search,industry_finance,cpc,google,Singapore,Consulting
exp_31yf5iutm,2024-02-17 09:41:16,paid_search,industry_finance,cpc,google,Singapore,Media
exp_hol7h6utn,2024-08-23 08:41:57,paid_social,meta_lookalike,social,linkedin,Netherlands,Telecom
exp_j3y8paqas,2024-11-06 11:58:00,paid_search,industry_finance,cpc,google,Brazil,Technology
exp_r1s64ro2a,2024-09-18 04:29:17,paid_social,meta_lookalike,social,twitter,India,Media
exp_sf12nvw4x,2024-11-05 04:46:15,referral,referral_program,referral,expert_referral,United Kingdom,Healthcare
exp_h1khu7t4t,2024-03-09 23:54:24,organic,,organic,google,United Kingdom,Finance
exp_fpiicbo42,2024-04-26 08:18:37,organic,,organic,direct,United Kingdom,Legal
exp_oqfmc8xyw,2024-07-31 22:34:55,unknown,,,,Brazil,Manufacturing
exp_ad2jxvsf4,2024-08-05 10:56:50,paid_social,meta_lookalike,social,meta,France,Telecom
exp_kfedtkwer,2024-08-04 22:48:06,organic,,organic,bing,Australia,Energy
exp_3peiwdwto,2024-11-17 08:13:31,unknown,,,,Germany,Telecom
exp_yoiekutps,2024-10-22 01:38:41,linkedin_outreach,outreach_healthcare,outreach,linkedin,Germany,Retail
exp_jf1ogc0nz,2024-04-27 21:58:11,paid_social,twitter_thought_leaders,social,linkedin,Netherlands,Healthcare
exp_cjwmh2f8t,2024-05-26 19:07:58,paid_social,twitter_thought_leaders,social,twitter,Germany,Consulting
exp_lipec4g7b,2024-09-06 09:18:56,referral,referral_program,referral,expert_referral,Singapore,Technology
exp_z213jp94v,2024-07-17 09:15:04,referral,referral_program,referral,expert_referral,Netherlands,Healthcare
exp_7rxccke95,2024-10-24 00:58:49,paid_social,meta_retargeting,social,meta,Singapore,Finance
exp_2js2p5rfm,2024-10-03 23:45:41,paid_search,expert_generic,cpc,google,India,Healthcare
exp_6xdbswrbg,2024-03-13 02:17:45,referral,referral_program,referral,expert_referral,United States,Retail
exp_tpryz3k1u,2024-06-20 12:07:15,organic,,organic,bing,United Kingdom,Energy
exp_2cfbpjaoz,2024-12-12 09:01:53,paid_search,competitor_conquest,cpc,google,United States,Technology
exp_eelopqb8q,2024-10-26 08:24:49,paid_search,retargeting_search,cpc,google,Canada,Manufacturing
exp_owaaio1bn,2024-01-12 05:51:04,organic,,organic,bing,Brazil,Technology
exp_gfxdtlgg6,2024-05-02 04:13:16,paid_search,industry_healthcare,cpc,google,Netherlands,Consulting
exp_89lzf2uqs,2024-05-18 14:40:09,paid_search,industry_finance,cpc,google,Australia,Technology
exp_fjpwzkrde,2024-07-13 16:10:03,paid_social,linkedin_experts_v2,social,twitter,Australia,Media
exp_kwkqwz3t1,2024-08-15 13:04:07,paid_social,linkedin_experts_v1,social,linkedin,Brazil,Media
exp_675mk5kck,2024-07-03 02:26:12,paid_search,brand_search_q1,cpc,google,Germany,Energy
exp_di16ek8c9,2024-08-02 18:15:17,unknown,,,,India,Telecom
exp_vcjsyyv6g,2024-07-20 17:52:07,organic,,organic,google,United Kingdom,Technology
exp_4c5ti8glj,2024-01-07 05:29:57,paid_search,retargeting_search,cpc,google,Germany,Consulting
exp_p6rnxug5l,2024-09-13 12:38:15,referral,referral_program,referral,expert_referral,Brazil,Technology
exp_y1hc09odu,2024-01-23 04:50:11,referral,referral_program,referral,expert_referral,United States,Legal
exp_ppmkpzso0,2024-12-29 06:44:05,paid_social,linkedin_experts_v2,social,meta,Germany,Technology
exp_2zczx93vt,2024-12-13 18:10:25,organic,,organic,bing,Canada,Media
exp_o0lawongj,2024-06-02 22:51:23,linkedin_outreach,outreach_consulting,outreach,linkedin,Netherlands,Energy
exp_gi9efab0v,2024-05-01 18:32:16,paid_social,meta_lookalike,social,twitter,United States,Manufacturing
exp_n5n7ti8cm,2024-10-10 10:18:02,referral,referral_program,referral,expert_referral,France,Media
exp_2icc5pja8,2024-08-28 19:28:56,linkedin_outreach,outreach_healthcare,outreach,linkedin,India,Energy
exp_91pv8mhsb,2024-10-30 14:37:57,organic,,organic,bing,Canada,Energy
exp_o3mkt5utf,2024-09-13 19:05:43,unknown,,,,India,Technology
exp_8jiwqe0jv,2024-11-30 16:37:36,paid_social,meta_lookalike,social,twitter,Brazil,Manufacturing
exp_vw91u5ecl,2024-07-20 12:51:55,paid_social,twitter_thought_leaders,social,linkedin,Australia,Technology
exp_69045hjlp,2024-12-15 01:06:06,paid_social,linkedin_experts_v1,social,meta,Australia,Finance
exp_khde955kf,2024-12-08 12:27:23,referral,referral_program,referral,expert_referral,Brazil,Healthcare
exp_7k915qgrs,2024-05-20 07:06:05,paid_search,retargeting_search,cpc,google,Netherlands,Telecom
exp_6t6f0jkhy,2024-12-23 08:08:47,organic,,organic,bing,Brazil,Healthcare
exp_1q69iekwy,2024-06-26 22:09:12,referral,referral_program,referral,expert_referral,Germany,Technology
exp_w8p54ae0n,2024-04-28 10:53:56,paid_social,meta_retargeting,social,meta,India,Finance
exp_a5lqpdfm4,2024-09-25 23:45:40,linkedin_outreach,outreach_finance,outreach,linkedin,India,Legal
exp_mrymfv9iq,2024-03-12 22:39:23,unknown,,,,United Kingdom,Energy
exp_o8f9t8a0g,2024-05-04 15:10:16,linkedin_outreach,outreach_healthcare,outreach,linkedin,Netherlands,Healthcare
exp_i9frlt3u9,2024-07-01 21:36:47,unknown,,,,Netherlands,Energy
exp_zijyzu7h7,2024-10-18 04:11:33,paid_search,expert_generic,cpc,google,Germany,Energy
exp_27qr96pqp,2024-09-19 19:15:26,linkedin_outreach,outreach_finance,outreach,linkedin,France,Technology
exp_16s4u6bm6,2024-07-25 08:48:50,referral,referral_program,referral,expert_referral,India,Healthcare
exp_4jjqs53mk,2024-07-22 19:05:33,referral,referral_program,referral,expert_referral,India,Energy
exp_zzwb2w2vr,2024-04-17 08:54:31,referral,referral_program,referral,expert_referral,Canada,Energy
exp_z3w86nhbm,2024-07-18 02:57:23,referral,referral_program,referral,expert_referral,United Kingdom,Technology
exp_0kw0sfo39,2024-04-15 11:23:42,referral,referral_program,referral,expert_referral,Netherlands,Consulting
exp_lbovo7y9t,2024-09-26 15:27:55,unknown,,,,India,Healthcare
exp_z81juyn7a,2024-04-17 11:01:44,paid_search,retargeting_search,cpc,google,Australia,Energy
exp_6g8xoqe99,2024-01-29 04:53:10,paid_search,expert_generic,cpc,google,Singapore,Technology
exp_yqt9otzir,2024-03-12 02:02:57,paid_search,retargeting_search,cpc,google,United States,Finance
exp_t0bqbztmg,2024-09-22 00:12:40,linkedin_outreach,outreach_tech,outreach,linkedin,France,Telecom
exp_s9kkt65hx,2024-04-01 05:23:59,referral,referral_program,referral,expert_referral,France,Manufacturing
exp_2531eoo5r,2024-11-09 15:24:46,unknown,,,,India,Telecom
exp_ft6pex0vi,2024-01-31 17:06:00,unknown,,,,Germany,Legal
exp_qqw02dz2j,2024-08-17 21:57:50,linkedin_outreach,outreach_finance,outreach,linkedin,Canada,Legal
exp_5w4vrrktw,2024-09-11 07:51:03,paid_search,industry_finance,cpc,google,Australia,Energy
exp_hhjrysni2,2024-10-04 02:29:07,unknown,,,,Netherlands,Telecom
exp_ug20tnrg0,2024-05-25 04:32:40,linkedin_outreach,outreach_healthcare,outreach,linkedin,Canada,Legal
exp_p482n09p4,2024-12-26 13:25:36,unknown,,,,Germany,Technology
exp_y66a6lmey,2024-12-07 20:51:14,linkedin_outreach,outreach_healthcare,outreach,linkedin,France,Healthcare
exp_0yzadvcai,2024-12-21 09:05:50,linkedin_outreach,outreach_finance,outreach,linkedin,Singapore,Manufacturing
exp_t1flg7qz1,2024-04-28 21:33:15,organic,,organic,google,Germany,Energy
exp_1arzj50m3,2024-12-21 14:25:18,paid_search,industry_finance,cpc,google,United States,Telecom
exp_a49x2k0cw,2024-05-20 22:10:33,paid_search,brand_search_q1,cpc,google,Australia,Finance
exp_il69dufkb,2024-09-21 10:17:21,referral,referral_program,referral,expert_referral,Canada,Legal
exp_lywq1tcx4,2024-06-23 04:06:32,linkedin_outreach,outreach_finance,outreach,linkedin,United Kingdom,Finance
exp_fm9wc6ec6,2024-05-27 11:44:39,paid_social,linkedin_experts_v2,social,meta,France,Energy
exp_039e4ul1e,2024-10-23 17:06:07,linkedin_outreach,outreach_finance,outreach,linkedin,Singapore,Retail
exp_ig03x6ssm,2024-08-31 05:06:34,organic,,organic,google,Canada,Energy
exp_wsahanq8z,2024-11-30 15:06:21,paid_social,linkedin_experts_v2,social,twitter,Netherlands,Technology
exp_nkk1r13ac,2024-03-10 17:53:04,paid_social,meta_lookalike,social,meta,Brazil,Retail
exp_b9s5na77k,2024-11-07 00:18:07,paid_social,meta_retargeting,social,meta,Netherlands,Retail
exp_ek4r3n7de,2024-10-04 06:16:57,referral,referral_program,referral,expert_referral,France,Telecom
exp_ebc3yn3gr,2024-05-26 16:37:36,paid_search,brand_search_q1,cpc,google,Canada,Retail
exp_i7pmn9739,2024-05-14 16:13:58,paid_search,expert_generic,cpc,google,Australia,Retail
exp_1vs16nhdm,2024-10-19 09:05:21,unknown,,,,Singapore,Finance
exp_hh1v16hr7,2024-05-02 02:27:03,organic,,organic,bing,Netherlands,Telecom
exp_aqosy32av,2024-03-20 09:10:58,organic,,organic,direct,India,Consulting
exp_at0gvq1vg,2024-12-08 06:54:49,linkedin_outreach,outreach_healthcare,outreach,linkedin,Singapore,Finance
exp_2frizx588,2024-02-29 21:23:50,organic,,organic,google,India,Retail
exp_gt48vwmap,2024-07-06 11:38:38,paid_social,meta_lookalike,social,twitter,India,Retail
exp_m42w9k51w,2024-07-01 02:21:55,referral,referral_program,referral,expert_referral,Australia,Manufacturing
exp_i3m6zlwtz,2024-02-05 18:32:52,paid_search,industry_finance,cpc,google,Germany,Healthcare
exp_85wmr96cn,2024-02-10 02:17:27,linkedin_outreach,outreach_consulting,outreach,linkedin,Singapore,Technology
exp_u67v7lp7k,2024-07-03 00:18:49,organic,,organic,google,France,Media
exp_kuizjen4h,2024-04-15 11:13:45,paid_search,brand_search_q1,cpc,google,Netherlands,Finance
exp_ime8yij44,2024-11-23 17:15:19,organic,,organic,bing,United States,Media
exp_22gtckvhc,2024-11-24 17:46:32,paid_search,competitor_conquest,cpc,google,Germany,Telecom
exp_hfnnq6ppb,2024-01-20 08:07:43,unknown,,,,Brazil,Finance
exp_pnguq34ye,2024-03-26 23:25:16,unknown,,,,Canada,Manufacturing
exp_b12zjim1j,2024-07-30 03:12:45,referral,referral_program,referral,expert_referral,India,Consulting
exp_fg2in0sdi,2024-09-04 23:58:36,unknown,,,,Canada,Retail
exp_fh9rc2tx1,2024-12-23 16:09:21,referral,referral_program,referral,expert_referral,France,Telecom
exp_z3xbbhh7y,2024-03-15 02:05:08,referral,referral_program,referral,expert_referral,Netherlands,Technology
exp_xk0wvyck1,2024-11-03 23:36:20,linkedin_outreach,outreach_finance,outreach,linkedin,Germany,Manufacturing
exp_kl3nud57j,2024-05-09 14:43:48,linkedin_outreach,outreach_finance,outreach,linkedin,Germany,Manufacturing
exp_xtdyiqgtm,2024-06-15 13:41:25,linkedin_outreach,outreach_finance,outreach,linkedin,United Kingdom,Legal
exp_8w8noj8wv,2024-03-06 09:58:58,organic,,organic,google,India,Telecom
exp_1xk1x2mj2,2024-08-27 03:10:43,referral,referral_program,referral,expert_referral,Singapore,Energy
exp_cnz0v7kno,2024-07-31 03:57:32,referral,referral_program,referral,expert_referral,India,Manufacturing
exp_lay8xrfh6,2024-12-04 04:26:30,paid_search,expert_generic,cpc,google,Netherlands,Technology
exp_u5kut07pl,2024-05-05 07:30:06,organic,,organic,bing,Brazil,Consulting
exp_cbmday9tc,2024-03-28 23:40:42,linkedin_outreach,outreach_consulting,outreach,linkedin,United Kingdom,Finance
exp_s1kfrt06p,2024-01-10 02:48:55,referral,referral_program,referral,expert_referral,France,Retail
exp_z430if4u3,2024-04-20 20:52:46,referral,referral_program,referral,expert_referral,Brazil,Technology
exp_wmx9xn8l5,2024-11-08 23:52:27,referral,referral_program,referral,expert_referral,Brazil,Technology
exp_s3o20qdj9,2024-08-04 00:26:21,paid_social,meta_lookalike,social,meta,Australia,Legal
exp_rck46ds54,2024-11-02 01:13:05,unknown,,,,United States,Telecom
exp_pp0dh80j4,2024-07-14 07:55:57,paid_social,linkedin_experts_v2,social,meta,Singapore,Manufacturing
exp_aacymjmii,2024-01-12 07:06:07,referral,referral_program,referral,expert_referral,Netherlands,Telecom
exp_rebgcoeh7,2024-03-25 04:50:11,paid_social,meta_lookalike,social,meta,France,Telecom
exp_4o7jqyhgb,2024-08-01 04:13:23,unknown,,,,France,Healthcare
exp_emr7n6xma,2024-09-04 21:16:03,unknown,,,,Germany,Manufacturing
exp_0ntzqfz2p,2024-05-26 10:58:27,paid_social,linkedin_experts_v2,social,twitter,United States,Technology
exp_e6gcpkuvm,2024-06-03 08:20:12,organic,,organic,google,Canada,Technology
exp_rp625fgpv,2024-03-14 10:43:35,paid_social,meta_retargeting,social,meta,Brazil,Telecom
exp_zrz3xffei,2024-08-02 04:37:09,unknown,,,,Germany,Retail
exp_ea6zmkorh,2024-02-27 07:39:09,organic,,organic,google,United States,Media
exp_qmta1oan2,2024-12-30 17:14:07,organic,,organic,google,Singapore,Retail
exp_9y211mcys,2024-07-21 23:07:31,unknown,,,,Australia,Manufacturing
exp_svoburkqy,2024-02-11 08:24:26,organic,,organic,direct,Brazil,Retail
exp_gus7aerbl,2024-12-17 13:23:34,linkedin_outreach,outreach_healthcare,outreach,linkedin,Germany,Manufacturing
exp_5qqk5nt5t,2024-06-30 11:15:41,paid_social,meta_retargeting,social,linkedin,Singapore,Retail
exp_jshi4xlbu,2024-01-30 15:56:10,paid_social,meta_lookalike,social,linkedin,Netherlands,Telecom
exp_fspa63r2d,2024-06-07 13:37:12,paid_search,industry_finance,cpc,google,Netherlands,Energy
exp_it86dh1da,2024-05-05 03:14:11,linkedin_outreach,outreach_healthcare,outreach,linkedin,United States,Consulting
exp_sv8fxetss,2024-06-01 22:09:06,referral,referral_program,referral,expert_referral,Singapore,Manufacturing
exp_su7whrmug,2024-10-27 20:03:41,referral,referral_program,referral,expert_referral,United States,Manufacturing
exp_qvl2tozlo,2024-11-11 02:53:16,paid_search,brand_search_q1,cpc,google,France,Healthcare
exp_zhafic4sm,2024-05-02 04:11:38,unknown,,,,France,Finance
exp_exhfxndw0,2024-10-18 09:47:48,organic,,organic,google,India,Retail
exp_8xjzqsaoi,2024-04-26 13:32:57,unknown,,,,Netherlands,Telecom
exp_kqa4kayib,2024-09-22 10:42:23,linkedin_outreach,outreach_tech,outreach,linkedin,Germany,Legal
exp_rcws7oxnk,2024-08-13 20:48:14,linkedin_outreach,outreach_finance,outreach,linkedin,Germany,Legal
exp_pc4siwmnv,2024-10-11 11:33:50,unknown,,,,France,Telecom
exp_8q1sbtca8,2024-01-08 10:55:42,paid_social,twitter_thought_leaders,social,twitter,Australia,Energy
exp_x7jzaqqtq,2024-12-10 06:05:15,referral,referral_program,referral,expert_referral,Canada,Retail
exp_oifphbsy2,2024-10-06 14:11:10,paid_social,meta_retargeting,social,meta,United Kingdom,Manufacturing
exp_ngn2i0c49,2024-09-28 04:56:07,referral,referral_program,referral,expert_referral,India,Energy
exp_s20ywm187,2024-03-20 22:51:37,linkedin_outreach,outreach_tech,outreach,linkedin,Australia,Legal
exp_obud2aj64,2024-12-14 20:23:26,referral,referral_program,referral,expert_referral,Canada,Legal
exp_8q7s1p4in,2024-04-09 15:16:03,linkedin_outreach,outreach_healthcare,outreach,linkedin,Netherlands,Energy
exp_nj07bfnie,2024-02-27 03:57:57,linkedin_outreach,outreach_consulting,outreach,linkedin,India,Consulting
exp_7hbjbkmbq,2024-11-01 12:51:10,unknown,,,,Singapore,Technology
exp_g2c79xdgx,2024-04-17 20:51:32,organic,,organic,direct,Canada,Retail
exp_v6blqxzcu,2024-01-24 04:26:50,paid_search,competitor_conquest,cpc,google,Canada,Legal
exp_ycpjorfhp,2024-01-19 12:56:11,referral,referral_program,referral,expert_referral,France,Legal
exp_uuabw5qjk,2024-03-26 10:30:23,paid_search,industry_finance,cpc,google,Canada,Telecom
exp_2rvqp75hx,2024-05-21 03:36:47,referral,referral_program,referral,expert_referral,France,Media
exp_pqam89ak0,2024-12-30 19:51:50,paid_search,brand_search_q1,cpc,google,Canada,Consulting
exp_b75rx7f5e,2024-07-21 16:35:51,paid_social,twitter_thought_leaders,social,linkedin,United Kingdom,Legal
exp_7hfn9ltke,2024-08-13 13:22:26,linkedin_outreach,outreach_healthcare,outreach,linkedin,United States,Finance
exp_4xkmad1lw,2024-06-25 06:01:29,paid_search,industry_healthcare,cpc,google,United States,Retail
exp_uojgglhu4,2024-09-17 03:39:00,unknown,,,,Singapore,Consulting
exp_34pkpoki3,2024-10-20 08:27:40,referral,referral_program,referral,expert_referral,Australia,Consulting
exp_169918t17,2024-07-28 02:47:49,linkedin_outreach,outreach_consulting,outreach,linkedin,Australia,Retail
exp_0bc8k7no7,2024-09-09 00:57:56,unknown,,,,Netherlands,Healthcare
exp_jvnidds2n,2024-05-23 22:23:13,unknown,,,,Singapore,Retail
exp_d1qj73td8,2024-08-28 05:42:01,linkedin_outreach,outreach_tech,outreach,linkedin,United States,Legal
exp_xrzpfdaiv,2024-02-20 04:32:12,linkedin_outreach,outreach_consulting,outreach,linkedin,Singapore,Telecom
exp_p9n0ykalt,2024-10-23 04:27:44,paid_search,competitor_conquest,cpc,google,Australia,Finance
exp_arnoiyy9n,2024-08-13 05:17:21,paid_social,linkedin_experts_v2,social,linkedin,India,Technology
exp_d3lk7f3n0,2024-04-07 17:26:43,paid_search,retargeting_search,cpc,google,Germany,Technology
exp_z6eb3bns3,2024-03-01 20:07:47,paid_social,twitter_thought_leaders,social,twitter,Netherlands,Healthcare
exp_p5kod54p6,2024-10-31 08:37:35,paid_search,industry_healthcare,cpc,google,France,Healthcare
exp_1mtv6uboz,2024-02-05 22:54:50,organic,,organic,direct,United Kingdom,Technology
exp_ztcworybi,2024-01-01 05:46:02,organic,,organic,direct,Singapore,Media
exp_pib4iueyf,2024-05-01 15:25:27,referral,referral_program,referral,expert_referral,France,Telecom
exp_dk6396sk4,2024-06-28 02:51:43,unknown,,,,Singapore,Technology
exp_9hsqjrgq1,2024-11-24 04:05:49,linkedin_outreach,outreach_consulting,outreach,linkedin,Singapore,Manufacturing
exp_q6kw2prx1,2024-10-15 02:16:07,referral,referral_program,referral,expert_referral,Netherlands,Media
exp_ditrifmc6,2024-04-10 14:45:44,referral,referral_program,referral,expert_referral,Germany,Energy
exp_06nkl100i,2024-06-19 06:09:48,organic,,organic,google,Canada,Manufacturing
exp_w358dkcit,2024-05-10 20:05:29,paid_social,linkedin_experts_v2,social,linkedin,United Kingdom,Telecom
exp_o0df55mqj,2024-04-01 03:35:29,organic,,organic,bing,Australia,Legal
exp_ysuko30es,2024-06-17 19:34:46,unknown,,,,Brazil,Consulting
exp_xgpsgodfr,2024-12-01 00:37:01,paid_social,linkedin_experts_v2,social,linkedin,Brazil,Energy
exp_hjaxanhtc,2024-08-19 13:13:03,referral,referral_program,referral,expert_referral,India,Retail
exp_lr2rgcsna,2024-10-12 20:34:05,paid_social,meta_lookalike,social,meta,Germany,Consulting
exp_hyyqdi9pa,2024-01-24 21:04:11,paid_search,competitor_conquest,cpc,google,Canada,Media
exp_kzntf1kcm,2024-06-10 03:54:10,referral,referral_program,referral,expert_referral,United States,Telecom
exp_zdb3inkl6,2024-11-11 22:04:36,paid_search,retargeting_search,cpc,google,United States,Legal
exp_tm4l6t8nb,2024-06-30 03:11:36,paid_social,twitter_thought_leaders,social,twitter,United Kingdom,Energy
exp_003h2ohh1,2024-12-18 13:22:00,paid_social,meta_lookalike,social,twitter,United States,Energy
exp_h7owa3f90,2024-04-18 17:18:02,paid_search,retargeting_search,cpc,google,United States,Legal
exp_f1wnhv517,2024-06-27 22:04:14,unknown,,,,United States,Finance
exp_pcgs4uoj2,2024-03-01 00:00:43,linkedin_outreach,outreach_finance,outreach,linkedin,Netherlands,Retail
exp_2u44msruc,2024-02-13 13:58:26,paid_social,twitter_thought_leaders,social,meta,United Kingdom,Retail
exp_s3saaiboi,2024-01-29 03:15:53,referral,referral_program,referral,expert_referral,Singapore,Media
exp_zfsmgeh82,2024-04-11 06:41:39,referral,referral_program,referral,expert_referral,United Kingdom,Media
exp_v6iaqtxf0,2024-11-02 08:22:08,paid_search,retargeting_search,cpc,google,United Kingdom,Manufacturing
exp_jr6b6oc1r,2024-03-12 18:29:08,paid_social,linkedin_experts_v2,social,twitter,Netherlands,Legal
exp_jmjyod9dy,2024-04-07 01:03:50,paid_search,competitor_conquest,cpc,google,France,Manufacturing
exp_rfsxv5cx6,2024-09-07 00:54:07,organic,,organic,direct,Singapore,Energy
exp_fti25vekv,2024-01-13 15:21:21,linkedin_outreach,outreach_healthcare,outreach,linkedin,Netherlands,Telecom
exp_7667vv189,2024-03-13 09:29:09,paid_search,retargeting_search,cpc,google,United States,Healthcare
exp_lcit9dsns,2024-12-29 00:16:46,linkedin_outreach,outreach_healthcare,outreach,linkedin,Netherlands,Finance
exp_y61fya2cf,2024-12-17 12:00:33,linkedin_outreach,outreach_tech,outreach,linkedin,Singapore,Healthcare
exp_ps6vyj2rx,2024-10-31 18:19:07,paid_social,meta_lookalike,social,twitter,United Kingdom,Retail
exp_fjtoms318,2024-03-05 22:11:06,paid_search,expert_generic,cpc,google,United Kingdom,Media
exp_8avuo1wgx,2024-07-22 02:14:42,unknown,,,,Singapore,Manufacturing
exp_4k9x4gyei,2024-10-07 01:19:16,paid_social,meta_retargeting,social,twitter,India,Energy
exp_yu17dtizn,2024-04-05 01:40:06,unknown,,,,Netherlands,Energy
exp_1xaglfq5o,2024-10-17 04:01:20,paid_search,competitor_conquest,cpc,google,Netherlands,Energy
exp_g331mae6h,2024-12-12 03:12:24,linkedin_outreach,outreach_healthcare,outreach,linkedin,United Kingdom,Manufacturing
exp_j7tfkau92,2024-01-27 05:51:34,paid_search,industry_finance,cpc,google,Singapore,Finance
exp_0nua785hk,2024-11-27 23:38:01,unknown,,,,Netherlands,Media
exp_a55jxwpjp,2024-11-24 23:04:56,organic,,organic,google,United States,Finance
exp_im1crfmx3,2024-02-12 22:52:07,paid_search,industry_healthcare,cpc,google,United States,Media
exp_3umtf4t21,2024-03-08 22:38:49,linkedin_outreach,outreach_consulting,outreach,linkedin,Brazil,Technology
exp_xcsybmaob,2024-02-06 07:53:56,referral,referral_program,referral,expert_referral,Germany,Retail
exp_df849m9g3,2024-02-14 15:41:02,organic,,organic,bing,Brazil,Consulting
exp_xdz5av1y5,2024-08-04 02:38:04,paid_search,expert_generic,cpc,google,Singapore,Finance
exp_ypvjbsp0c,2024-03-06 12:18:34,paid_social,linkedin_experts_v2,social,twitter,United Kingdom,Healthcare
exp_uuzalmybr,2024-10-30 12:02:07,organic,,organic,google,Netherlands,Energy
exp_6rnj3x0wq,2024-12-19 07:55:10,linkedin_outreach,outreach_consulting,outreach,linkedin,France,Telecom
exp_zlvbqgync,2024-01-22 11:52:14,paid_search,expert_generic,cpc,google,Singapore,Retail
exp_txw8feac3,2024-10-13 14:17:22,paid_social,meta_retargeting,social,twitter,India,Retail
exp_kls9u78nc,2024-07-08 07:51:47,unknown,,,,Australia,Legal
exp_bcd7o5blx,2024-07-17 12:41:26,unknown,,,,India,Media
exp_wyvjy1jbu,2024-04-29 06:51:16,paid_social,meta_lookalike,social,linkedin,India,Finance
exp_6nf3y6tta,2024-06-16 19:04:39,linkedin_outreach,outreach_healthcare,outreach,linkedin,United Kingdom,Finance
exp_acghxqy2w,2024-03-11 04:14:50,linkedin_outreach,outreach_tech,outreach,linkedin,India,Retail
exp_sz8bvnrkd,2024-07-27 23:05:35,paid_search,industry_healthcare,cpc,google,France,Manufacturing
exp_75jtrkygj,2024-12-03 11:00:51,unknown,,,,Singapore,Healthcare
exp_4exrgzqee,2024-01-21 14:19:21,unknown,,,,United States,Finance
exp_xr475jf2y,2024-05-07 14:50:56,paid_social,twitter_thought_leaders,social,linkedin,Canada,Finance
exp_454du2xki,2024-12-18 13:31:14,unknown,,,,France,Technology
exp_7v7urkxti,2024-04-10 17:49:42,linkedin_outreach,outreach_consulting,outreach,linkedin,Brazil,Legal
exp_gmc3t9z79,2024-09-29 19:02:38,unknown,,,,United Kingdom,Healthcare
exp_cu9uzyexi,2024-11-16 20:19:11,unknown,,,,Canada,Energy
exp_1xb4uj5xc,2024-08-24 16:50:52,paid_search,industry_finance,cpc,google,Germany,Healthcare
exp_5nsjnk1fr,2024-07-17 07:31:56,paid_social,meta_retargeting,social,linkedin,Brazil,Retail
exp_a6rm75gh9,2024-01-01 00:52:17,linkedin_outreach,outreach_finance,outreach,linkedin,India,Healthcare
exp_dnj31xv4p,2024-04-08 08:00:22,organic,,organic,direct,Brazil,Manufacturing
exp_w0gr7gkl8,2024-02-08 10:47:02,paid_social,meta_lookalike,social,twitter,Germany,Telecom
exp_7js6jjuhe,2024-04-12 18:55:53,paid_social,linkedin_experts_v1,social,twitter,Canada,Finance
exp_ko96vfiz5,2024-04-29 17:28:43,referral,referral_program,referral,expert_referral,Netherlands,Retail
exp_r14vq19q6,2024-03-14 08:35:49,paid_social,linkedin_experts_v2,social,meta,Singapore,Legal
exp_gmu3766o8,2024-08-31 23:17:48,paid_search,industry_finance,cpc,google,Singapore,Technology
exp_gjalwr4dp,2024-07-01 02:12:47,organic,,organic,bing,United Kingdom,Energy
exp_1o4mhhqs3,2024-04-01 13:39:56,referral,referral_program,referral,expert_referral,Canada,Manufacturing
exp_vgrod2vyw,2024-07-23 09:47:02,organic,,organic,direct,India,Media
exp_8ogigboap,2024-03-18 08:07:32,unknown,,,,Germany,Media
exp_hc9qmashj,2024-02-28 03:52:23,paid_search,expert_generic,cpc,google,Netherlands,Consulting
exp_1lphjluz1,2024-06-12 02:25:05,paid_search,competitor_conquest,cpc,google,Brazil,Technology
exp_064wqzobc,2024-06-05 23:18:56,paid_social,meta_lookalike,social,meta,Singapore,Technology
exp_sj47fpffd,2024-08-03 06:49:17,referral,referral_program,referral,expert_referral,Germany,Legal
exp_xzupevlpj,2024-05-02 09:57:06,linkedin_outreach,outreach_tech,outreach,linkedin,Canada,Telecom
exp_n5brnaovc,2024-10-23 13:13:03,unknown,,,,Netherlands,Consulting
exp_rnwk337u5,2024-11-19 16:01:55,referral,referral_program,referral,expert_referral,Brazil,Healthcare
